Label,Code
24V/XFR,89
120V/XFR,63
208/XFR,64
240/XFR,65
277V/XFR,82
380V/XFR,66
480V/XFR,67
600V/XFR,68
6V/FV,69
12V/FV,70
24V/FV,79
32V/FV,83
120V/RES,80
240V/XFR,81
